new_cases,total_cases,total_deaths,new_deaths
2116,59105,4503,471
5233,64338,6507,2004
4267,68605,7560,1053
1873,70478,8078,518
3912,74390,8911,833
3777,78167,10328,1417
3881,82048,10869,541
4286,86334,12210,1341
4342,90676,13197,987
3114,93790,13832,635
1613,95403,14393,561
3,3,0,0
0,3,0,0
12,15,0,0
2,17,0,0
1,18,0,0
5,23,0,0
2,25,0,0
0,25,0,0
5,30,0,0
0,30,0,0
4,34,0,0
1,35,0,0
1,36,0,0
1,37,0,0
0,37,0,0
0,37,0,0
2,39,0,0
1,40,0,0
1,41,0,0
0,41,0,0
6,47,0,0
4,51,0,0
0,51,0,0
0,51,0,0
0,51,0,0
2,53,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
2,3,0,0
0,3,0,0
0,3,1,1
0,3,1,0
3,6,1,0
0,6,1,0
0,6,1,0
0,6,1,0
1,7,1,0
0,7,1,0
0,7,1,0
0,7,1,0
0,7,1,0
9,16,1,0
2,18,1,0
0,18,1,0
3,21,1,0
0,21,1,0
0,21,1,0
0,21,1,0
9,30,1,0
3,33,1,0
11,44,1,0
2,46,1,0
3,49,1,0
8,57,1,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,2,1,1
1,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
1,4,1,0
0,4,1,0
0,4,1,0
0,4,1,0
0,4,1,0
0,4,1,0
0,4,1,0
0,4,1,0
0,4,1,0
0,4,1,0
0,4,1,0
0,4,1,0
5,9,1,0
0,9,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
0,1,0,0
1,2,0,0
1,3,0,0
0,3,0,0
0,3,0,0
6,9,0,0
3,12,0,0
1,13,0,0
2,15,0,0
8,23,0,0
1,24,0,0
1,25,0,0
5,30,0,0
0,30,0,0
0,30,0,0
3,33,0,0
1,34,0,0
0,34,0,0
6,40,0,0
3,43,0,0
6,49,0,0
5,54,0,0
7,61,0,0
9,70,0,0
3,73,0,0
6,79,0,0
2,81,0,0
4,85,0,0
5,90,0,0
8,98,0,0
12,110,0,0
5,115,0,0
6,121,0,0
27,148,0,0
9,157,0,0
17,174,2,2
14,188,2,0
8,196,3,1
15,211,3,0
7,218,3,0
16,234,3,0
8,242,3,0
15,257,3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
3,4,0,0
0,4,0,0
1,5,0,0
2,7,0,0
1,8,0,0
1,9,0,0
2,11,0,0
0,11,0,0
0,11,0,0
1,12,0,0
1,13,0,0
0,13,0,0
0,13,0,0
0,13,0,0
2,15,0,0
0,15,0,0
0,15,0,0
0,15,0,0
0,15,0,0
0,15,0,0
0,15,0,0
0,15,0,0
0,15,0,0
0,15,0,0
0,15,0,0
0,15,0,0
0,15,0,0
0,15,0,0
2,17,0,0
4,21,0,0
26,47,0,0
10,57,0,0
54,111,0,0
18,129,0,0
28,157,0,0
39,196,0,0
66,262,0,0
138,400,0,0
284,684,0,0
163,847,0,0
55,902,0,0
237,1139,2,2
157,1296,2,0
271,1567,3,1
802,2369,5,2
693,3062,5,0
733,3795,8,3
1043,4838,12,4
1174,6012,13,1
1144,7156,13,0
1042,8198,13,0
5940,14138,43,30
4049,18187,45,2
3276,21463,67,22
3311,24774,94,27
4438,29212,126,32
2342,31554,149,23
4954,36508,198,49
5780,42288,253,55
6294,48582,325,72
3965,52547,389,64
4751,57298,455,66
4615,61913,583,128
5453,67366,732,149
6156,73522,872,140
6174,79696,1017,145
6082,85778,1158,141
5936,91714,1342,184
3677,95391,1434,92
3834,99225,1607,173
4003,103228,1861,254
4974,108202,2107,246
5323,113525,2373,266
4133,117658,2544,171
2821,120479,2673,129
2537,123016,2799,126
2,2,0,0
0,2,0,0
0,2,0,0
4,6,0,0
0,6,0,0
1,7,0,0
4,11,0,0
5,16,0,0
5,21,1,1
3,24,1,0
3,27,2,1
26,53,2,0
15,68,3,1
64,132,3,0
5,137,3,0
4,141,5,2
11,152,5,0
0,152,5,0
0,152,5,0
43,195,5,0
9,204,5,0
1,205,5,0
9,214,5,0
0,214,5,0
73,287,5,0
0,287,5,0
26,313,6,1
65,378,6,0
0,378,6,0
30,408,8,2
158,566,8,0
10,10,0,0
0,10,0,0
0,10,0,0
5,15,0,0
0,15,0,0
0,15,0,0
11,26,0,0
9,35,0,0
20,55,0,0
1,56,0,0
9,65,0,0
4,69,0,0
0,69,0,0
0,69,0,0
19,88,0,0
7,95,0,0
3,98,0,0
5,103,0,0
6,109,0,0
4,113,0,0
7,120,0,0
3,123,0,0
4,127,0,0
2,129,0,0
0,129,4,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
2,3,0,0
1,4,0,0
3,7,0,0
0,7,0,0
3,10,0,0
22,32,0,0
13,45,0,0
21,66,0,0
7,73,0,0
11,84,0,0
6,90,0,0
9,99,1,1
34,133,1,0
57,190,1,0
38,228,3,2
103,331,4,1
21,352,4,0
35,387,5,1
31,418,5,0
46,464,5,0
31,495,8,3
35,530,13,5
94,624,15,2
71,695,17,2
48,743,20,3
78,821,22,2
71,892,26,4
74,966,28,2
95,1061,32,4
95,1156,38,6
56,1212,43,5
102,1314,49,6
61,1375,50,1
139,1514,53,3
99,1613,59,6
60,1673,68,9
62,1735,73,5
20,1755,79,6
77,1832,81,2
52,1884,83,2
71,1955,86,3
56,2011,90,4
70,2081,93,3
33,2114,98,5
2,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
2,4,0,0
0,4,0,0
1,5,0,0
1,6,0,0
3,9,0,0
1,10,0,0
0,10,0,0
0,10,0,0
0,10,0,0
0,10,0,0
0,10,0,0
0,10,0,0
0,10,0,0
1,11,0,0
0,11,0,0
0,11,0,0
0,11,0,0
0,11,0,0
0,11,0,0
0,11,0,0
0,11,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
6,7,0,0
0,7,0,0
2,9,0,0
0,9,0,0
0,9,0,0
0,9,0,0
1,10,0,0
0,10,0,0
2,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
0,12,0,0
2,14,0,0
0,14,0,0
0,14,0,0
3,3,0,0
9,12,0,0
2,14,0,0
1,15,1,1
12,27,1,0
2,29,1,0
3,32,1,0
5,37,1,0
12,49,1,0
2,51,1,0
4,55,1,0
1,56,1,0
4,60,1,0
9,69,3,2
8,77,3,0
5,82,3,0
5,87,4,1
6,93,4,0
17,110,4,0
2,112,4,0
9,121,4,0
4,125,4,0
3,128,4,0
2,130,4,0
3,133,5,1
0,133,5,0
1,1,0,0
0,1,1,1
5,6,1,0
0,6,1,0
2,8,1,0
1,9,1,0
4,13,1,0
4,17,1,0
2,19,1,0
1,20,1,0
1,21,1,0
3,24,1,0
1,25,1,0
7,32,1,0
2,34,1,0
2,36,1,0
0,36,1,0
2,38,1,0
8,46,1,0
1,47,1,0
3,50,1,0
11,61,2,1
9,70,3,1
4,74,3,0
6,80,3,0
7,87,3,0
39,126,3,0
11,137,3,0
16,153,3,0
3,156,5,2
1,1,0,0
0,1,0,0
0,1,0,0
16,17,0,0
3,20,0,0
3,23,0,0
7,30,0,0
4,34,0,0
2,36,0,0
3,39,0,0
6,45,0,0
0,45,0,0
15,60,0,0
18,78,0,0
13,91,0,0
23,114,2,2
22,136,2,0
18,154,3,1
11,165,4,1
1,166,4,0
15,181,5,1
10,191,5,0
9,200,6,1
9,209,6,0
9,218,6,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
2,4,0,0
0,4,0,0
1,5,0,0
0,5,0,0
3,8,0,0
0,8,0,0
8,16,0,0
0,16,0,0
14,30,0,0
22,52,0,0
0,52,0,0
59,111,0,0
10,121,0,0
7,128,0,0
16,144,0,0
20,164,0,0
30,194,0,0
18,212,0,0
38,250,0,0
0,250,0,0
2,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
6,8,0,0
1,9,0,0
0,9,0,0
6,15,0,0
3,18,0,0
0,18,0,0
15,33,0,0
0,33,0,0
0,33,0,0
2,35,0,0
0,35,0,0
3,38,0,0
1,39,0,0
1,1,1,1
3,4,1,0
0,4,1,0
0,4,1,0
1,5,1,0
0,5,1,0
0,5,1,0
0,5,1,0
0,5,1,0
0,5,1,0
0,5,1,0
0,5,1,0
0,5,1,0
0,5,1,0
3,8,1,0
0,8,1,0
0,8,1,0
4,12,2,1
7,19,4,2
0,19,4,0
4,23,4,0
1,24,4,0
5,29,4,0
2,31,5,1
2,33,5,0
4,37,6,1
0,37,6,0
3,40,6,0
5,45,6,0
0,45,6,0
2,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
3,5,0,0
2,7,0,0
1,8,0,0
0,8,0,0
0,8,0,0
0,8,0,0
7,15,0,0
0,15,0,0
0,15,0,0
1,16,0,0
2,18,0,0
0,18,0,0
3,21,0,0
0,21,0,0
3,24,1,1
1,25,1,0
2,27,1,0
3,30,2,1
1,31,2,0
2,33,2,0
0,33,3,1
2,2,0,0
1,3,0,0
3,6,0,0
2,8,0,0
1,9,0,0
3,12,0,0
12,24,0,0
0,24,0,0
2,26,0,0
1,27,0,0
3,30,0,0
6,36,0,0
16,52,0,0
15,67,1,1
28,95,1,0
15,110,2,1
29,139,3,1
2,141,7,4
31,172,10,3
47,219,14,4
3,222,15,1
42,264,15,0
4,268,22,7
30,298,22,0
7,305,22,0
7,312,22,0
31,343,23,1
39,382,23,0
10,392,24,1
1,393,25,1
4,397,25,0
2,2,0,0
2,4,0,0
3,7,0,0
1,8,0,0
1,9,0,0
3,12,0,0
1,13,0,0
3,16,0,0
9,25,0,0
6,31,0,0
8,39,1,1
11,50,1,0
0,50,1,0
23,73,1,0
12,85,1,0
18,103,4,3
28,131,4,0
36,167,7,3
20,187,8,1
39,226,10,2
35,261,10,0
39,300,10,0
43,343,11,1
65,408,13,2
39,447,15,2
45,492,16,1
33,525,20,4
60,585,21,1
38,623,26,5
55,678,32,6
55,733,34,2
11,744,38,4
73,817,47,9
78,895,58,11
85,980,66,8
210,1190,77,11
120,1310,85,8
100,1410,99,14
48,1458,109,10
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
0,1,0,0
2,3,0,0
3,6,0,0
10,16,0,0
10,26,0,0
9,35,0,0
8,43,0,0
10,53,0,0
2,55,0,0
10,65,0,0
5,70,0,0
15,85,0,0
32,117,0,0
0,117,0,0
21,138,0,0
40,178,0,0
21,199,0,0
48,247,0,0
3,250,0,0
80,330,1,1
79,409,1,0
64,473,1,0
95,568,1,0
20,588,2,1
60,648,2,0
89,737,2,0
65,802,2,0
88,890,2,0
73,963,2,0
57,1020,2,0
66,1086,2,0
49,1135,2,0
85,1220,2,0
99,1319,4,2
45,1364,4,0
53,1417,4,0
69,1486,4,0
76,1562,6,2
24,1586,6,0
30,1616,6,0
32,1648,6,0
27,1675,7,1
14,1689,8,1
12,1701,8,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
0,1,0,0
0,1,0,0
1,2,0,0
0,2,0,0
1,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
2,5,0,0
1,6,0,0
22,28,0,0
1,29,0,0
2,31,0,0
3,34,0,0
10,44,0,0
6,50,0,0
23,73,0,0
2,75,1,1
8,83,2,1
7,90,2,0
3,93,2,0
32,125,3,1
12,137,3,0
28,165,3,0
26,191,4,1
40,231,4,0
89,320,4,0
119,439,7,3
53,492,9,2
70,562,9,0
87,649,13,4
75,724,17,4
149,873,19,2
106,979,25,6
92,1071,29,4
180,1251,32,3
146,1397,35,3
568,1965,50,15
336,2301,56,6
601,2902,68,12
472,3374,77,9
693,4067,109,32
354,4421,114,5
773,5194,149,35
540,5734,166,17
678,6412,199,33
1035,7447,239,40
909,8356,273,34
796,9152,308,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,2,0,0
2,4,0,0
2,6,0,0
13,19,0,0
15,34,1,1
35,69,4,3
27,96,4,0
21,117,5,1
17,134,5,0
38,172,5,0
0,172,5,0
55,227,19,14
82,309,25,6
141,450,38,13
64,514,48,10
65,579,49,1
107,686,55,6
104,790,58,3
103,893,78,20
153,1046,87,9
109,1155,102,15
130,1285,114,12
129,1414,122,8
114,1528,136,14
149,1677,157,21
113,1790,170,13
196,1986,181,11
106,2092,191,10
181,2273,198,7
218,2491,209,11
247,2738,221,12
218,2956,240,19
337,3293,280,40
219,3512,306,26
330,3842,327,21
399,4241,373,46
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
10,10,0,0
10,20,0,0
41,61,0,0
3,64,0,0
0,64,0,0
6,70,0,0
65,135,0,0
39,174,0,0
0,174,0,0
47,221,0,0
0,221,0,0
134,355,0,0
0,355,0,0
99,454,0,0
88,542,0,0
79,621,2,2
13,634,2,0
0,634,2,0
0,634,2,0
57,691,3,1
0,691,3,0
0,691,4,1
14,705,4,0
0,705,4,0
0,705,6,2
0,705,6,0
0,705,6,0
-9,696,7,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,2,2,2
3,5,2,0
13,18,4,2
10,28,5,1
15,43,8,3
18,61,12,4
34,95,15,3
44,139,19,4
106,245,26,7
143,388,34,8
205,593,43,9
385,978,54,11
523,1501,66,12
835,2336,77,11
586,2922,92,15
591,3513,107,15
1234,4747,124,17
1076,5823,145,21
743,6566,194,49
595,7161,237,43
881,8042,291,54
958,9000,354,63
1075,10075,429,75
1289,11364,514,85
1365,12729,611,97
1209,13938,724,113
1053,14991,853,129
1178,16169,988,135
1192,17361,1135,147
1046,18407,1284,149
1237,19644,1433,149
966,20610,1556,123
1028,21638,1685,129
1411,23049,1812,127
1762,24811,1934,122
2206,27017,2077,143
2389,29406,2234,157
2926,32332,2378,144
3076,35408,2517,139
2901,38309,2640,123
3186,41495,2757,117
3111,44606,2898,141
2987,47593,3036,138
2875,50468,3160,124
0,50468,3160,0
5275,55743,3452,292
2483,58226,3603,151
2274,60500,3739,136
2089,62589,3872,133
1997,64586,3993,121
1634,66220,4110,117
1972,68192,4232,122
1837,70029,4357,125
1657,71686,4474,117
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
4,5,0,0
0,5,0,0
1,6,0,0
1,7,0,0
6,13,0,0
6,19,0,0
2,21,0,0
5,26,0,0
5,31,0,0
7,38,2,2
16,54,2,0
7,61,6,4
0,61,6,0
9,70,8,2
4,74,8,0
11,85,9,1
0,85,9,0
39,124,9,0
0,124,9,0
30,154,11,2
10,164,12,1
13,177,12,0
16,193,14,2
21,214,17,3
19,233,20,3
33,266,23,3
50,316,27,4
30,346,29,2
36,382,36,7
76,458,40,4
48,506,42,2
41,547,42,0
83,630,46,4
64,694,50,4
0,694,50,0
78,772,54,4
0,772,54,0
106,878,56,2
83,961,61,5
70,1031,64,3
0,1031,64,0
171,1202,69,5
30,1232,69,0
47,1279,70,1
39,1318,72,2
34,1352,76,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
0,1,0,0
1,2,0,0
4,6,0,0
7,13,0,0
5,18,0,0
1,19,0,0
2,21,0,0
14,35,0,0
8,43,1,1
27,70,1,0
21,91,1,0
38,129,2,1
40,169,2,0
54,223,2,0
69,292,2,0
74,366,2,0
191,557,3,1
126,683,3,0
102,785,3,0
121,906,4,1
219,1125,6,2
204,1329,7,1
235,1564,9,2
255,1819,19,10
302,2121,22,3
294,2415,36,14
200,2615,46,10
295,2910,54,8
325,3235,71,17
212,3447,85,14
402,3849,98,13
424,4273,120,22
331,4604,137,17
507,5111,158,21
253,5364,174,16
345,5709,210,36
515,6224,235,25
1169,7393,263,28
696,8089,287,24
839,8928,320,33
727,9655,334,14
1,1,0,0
1,2,0,0
0,2,0,0
11,13,0,0
10,23,0,0
0,23,0,0
3,26,0,0
3,29,0,0
3,32,0,0
10,42,0,0
0,42,0,0
10,52,0,0
13,65,0,0
6,71,1,1
43,114,1,0
12,126,1,0
1,127,1,0
12,139,1,0
11,150,1,0
8,158,1,0
32,190,1,0
11,201,1,0
25,226,1,0
2,228,2,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
0,1,0,0
1,2,0,0
0,2,0,0
0,2,0,0
0,2,0,0
1,3,0,0
4,7,0,0
0,7,0,0
3,10,0,0
5,15,0,0
2,17,0,0
2,19,0,0
6,25,0,0
14,39,0,0
31,70,0,0
12,82,0,0
14,96,0,0
20,116,0,0
62,178,0,0
72,250,0,0
10,260,0,0
167,427,0,0
6,433,0,0
244,677,0,0
35,712,1,1
171,883,1,0
188,1071,1,0
371,1442,1,0
488,1930,3,2
439,2369,5,2
297,2666,8,3
369,3035,10,2
584,3619,12,2
628,4247,15,3
226,4473,17,2
443,4916,20,3
675,5591,21,1
661,6252,34,13
1176,7428,39,5
590,8018,46,7
412,8430,49,3
474,8904,57,8
344,9248,65,8
156,9404,71,6
564,9968,86,15
440,10408,95,9
335,10743,101,6
402,11145,103,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
14,17,0,0
62,79,2,2
53,132,2,0
97,229,6,4
93,322,11,5
78,400,12,1
250,650,17,5
238,888,21,4
240,1128,29,8
561,1689,35,6
347,2036,52,17
466,2502,80,28
587,3089,107,27
769,3858,148,41
778,4636,197,49
1247,5883,233,36
1492,7375,366,133
1797,9172,464,98
977,10149,631,167
2313,12462,827,196
2651,15113,1016,189
2547,17660,1268,252
3497,21157,1441,173
2823,23980,1811,370
4000,27980,2158,347
3526,31506,2505,347
4207,35713,2978,473
5322,41035,3407,429
5986,47021,4032,625
6557,53578,4827,795
5560,59138,5476,649
4789,63927,6077,601
5249,69176,6820,743
5210,74386,7505,685
6153,80539,8165,660
5959,86498,9136,971
5974,92472,10023,887
5217,97689,10781,758
4050,101739,11591,810
4053,105792,12430,839
4782,110574,13157,727
4668,115242,13917,760
4585,119827,14681,764
4805,124632,15362,681
4316,128948,15889,527
3599,132547,16525,636
3039,135586,17129,604
3836,139422,17669,540
4204,143626,18281,612
3951,147577,18851,570
4694,152271,19470,619
4092,156363,19901,431
2,2,0,0
4,6,0,0
2,8,0,0
2,10,0,0
0,10,0,0
3,13,0,0
2,15,0,0
1,16,0,0
3,19,0,0
0,19,0,0
0,19,0,0
0,19,0,0
2,21,1,1
4,25,1,0
1,26,1,0
0,26,1,0
